Time_Index,coal,ng,hydrogen,biomass,uranium,None,elec_imp_uk,elec_imp_no,elec_imp_de,elec_imp_ge,elec_imp_be
4569,10.75,8.5,0,9.5,2.55,0,47.95,37.98,33.71,134.27,46.63
4570,10.75,8.5,0,9.5,2.55,0,49.93,34.61,21.95,117.95,33.71
4571,10.75,8.5,0,9.5,2.55,0,47.97,29.25,15.98,105.28,21.95
4572,10.75,8.5,0,9.5,2.55,0,47.33,25.27,4.34,94.99,7.32
4573,10.75,8.5,0,9.5,2.55,0,44.56,26.68,11.08,89.23,5.31
4574,10.75,8.5,0,9.5,2.55,0,44.22,32.9,53.73,80.16,12.12
4575,10.75,8.5,0,9.5,2.55,0,44.28,36.39,81.69,74.48,46.43
4576,10.75,8.5,0,9.5,2.55,0,46.18,44.73,99.27,72.22,77.36
4577,10.75,8.5,0,9.5,2.55,0,51.59,44.99,110.27,81.46,102.11
4578,10.75,8.5,0,9.5,2.55,0,57.15,45.08,112.8,91.14,110.09
4579,10.75,8.5,0,9.5,2.55,0,52.38,44.43,100.32,122.67,121.81
4580,10.75,8.5,0,9.5,2.55,0,48.07,44.11,45.42,165.49,108.05
4581,10.75,8.5,0,9.5,2.55,0,44.66,41.2,40.46,176.01,87.85
4582,10.75,8.5,0,9.5,2.55,0,37.95,39.28,32.59,180.07,82.93
4583,10.75,8.5,0,9.5,2.55,0,42.89,34.94,32.99,162.92,73.97
4584,10.75,8.5,0,9.5,2.55,0,38.02,32.99,30.03,133.7,64.4
4585,10.75,8.5,0,9.5,2.55,0,36.23,30.03,28.73,124.41,67.25
4586,10.75,8.5,0,9.5,2.55,0,34.21,28.73,30,115.74,61.02
4587,10.75,8.5,0,9.5,2.55,0,33,30,32.68,105.29,54.3
4588,10.75,8.5,0,9.5,2.55,0,31.76,32.68,40.31,100.68,58.64
4589,10.75,8.5,0,9.5,2.55,0,32.78,36.49,43.58,99.7,74.4
4590,10.75,8.5,0,9.5,2.55,0,37.35,37.47,83.49,112.74,89.54
4591,10.75,8.5,0,9.5,2.55,0,44.28,37.71,78.57,123.55,101.95
4592,10.75,8.5,0,9.5,2.55,0,46.97,38.06,65,125.39,84.93
4593,10.75,8.5,0,9.5,2.55,0,46.25,38.06,55.77,120.95,65
4594,10.75,8.5,0,9.5,2.55,0,45.53,38.47,47.13,105.1,55.8
4595,10.75,8.5,0,9.5,2.55,0,43.45,37.77,40.76,93.82,47.71
4596,10.75,8.5,0,9.5,2.55,0,41.62,37.2,52.57,81.09,35.31
4597,10.75,8.5,0,9.5,2.55,0,33.4,36.87,52.91,57.76,16.42
4598,10.75,8.5,0,9.5,2.55,0,31.59,36.46,59.13,46.39,-18.57
4599,10.75,8.5,0,9.5,2.55,0,31.62,37.27,80.14,47.39,-10
4600,10.75,8.5,0,9.5,2.55,0,39.98,38.62,79.77,66.65,19.28
4601,10.75,8.5,0,9.5,2.55,0,43.18,40.3,99.72,88.22,75.66
4602,10.75,8.5,0,9.5,2.55,0,47.34,42.97,117,95.41,97.57
4603,10.75,8.5,0,9.5,2.55,0,44.91,39.99,150.51,121.58,96.46
4604,10.75,8.5,0,9.5,2.55,0,43.19,39.99,113.97,172.01,115.32
4605,10.75,8.5,0,9.5,2.55,0,43.63,39.32,92.92,180.99,106.8
4606,10.75,8.5,0,9.5,2.55,0,40.76,39.24,96.02,135,92.75
4607,10.75,8.5,0,9.5,2.55,0,40.11,39.63,79.95,119.95,93.07
4608,10.75,8.5,0,9.5,2.55,0,34.94,38.98,77.06,103.18,77.23
4609,10.75,8.5,0,9.5,2.55,0,33.01,38.99,79.6,98.47,75.83
4610,10.75,8.5,0,9.5,2.55,0,31.57,39.17,80.31,91,67.5
4611,10.75,8.5,0,9.5,2.55,0,30.38,39.58,81.98,90,65
4612,10.75,8.5,0,9.5,2.55,0,30.29,41.58,107.46,82.09,80.78
4613,10.75,8.5,0,9.5,2.55,0,30.28,40.8,120,83.58,79.4
4614,10.75,8.5,0,9.5,2.55,0,32,41.5,106.53,85.13,93.75
4615,10.75,8.5,0,9.5,2.55,0,34,44.9,89.11,102.05,101.85
4616,10.75,8.5,0,9.5,2.55,0,32.88,40.63,80.69,118.04,89.47
4617,10.75,8.5,0,9.5,2.55,0,32.89,40.22,66.6,120,80.86
4618,10.75,8.5,0,9.5,2.55,0,32.89,40.14,57.44,104.84,67.63
4619,10.75,8.5,0,9.5,2.55,0,34.74,40.74,47.7,86.36,58.51
4620,10.75,8.5,0,9.5,2.55,0,37.07,41.62,44.48,69.77,49.07
4621,10.75,8.5,0,9.5,2.55,0,32.53,42.21,50.1,15.87,45
4622,10.75,8.5,0,9.5,2.55,0,30.34,43.15,60.98,12.92,50.65
4623,10.75,8.5,0,9.5,2.55,0,30.35,42.5,81.91,19.33,61.28
4624,10.75,8.5,0,9.5,2.55,0,32.89,44.45,91.58,27.03,72.77
4625,10.75,8.5,0,9.5,2.55,0,42,42.51,117,53.97,87.11
4626,10.75,8.5,0,9.5,2.55,0,50.6,44.13,184.33,82.52,107.79
4627,10.75,8.5,0,9.5,2.55,0,50.58,43.65,166.74,99.36,138.22
4628,10.75,8.5,0,9.5,2.55,0,46.3,43.53,121.59,119.38,131.86
4629,10.75,8.5,0,9.5,2.55,0,44.09,41.18,98.12,146.26,115.41
4630,10.75,8.5,0,9.5,2.55,0,40.8,41.26,102.42,151.89,97.55
4631,10.75,8.5,0,9.5,2.55,0,40.48,42.45,87.31,126.41,91.13
4632,10.75,8.5,0,9.5,2.55,0,33.62,40.42,81.71,113.91,69.7
4633,10.75,8.5,0,9.5,2.55,0,31.23,39.97,79.98,105.09,69
4634,10.75,8.5,0,9.5,2.55,0,30.36,39.95,76.4,97.03,63.97
4635,10.75,8.5,0,9.5,2.55,0,28.81,39.94,79.37,95.04,47.06
4636,10.75,8.5,0,9.5,2.55,0,28.11,42.11,107.94,92.25,56.7
4637,10.75,8.5,0,9.5,2.55,0,25.29,39.99,109.92,92.1,63.32
4638,10.75,8.5,0,9.5,2.55,0,27.83,38.91,109.6,93.63,75.4
4639,10.75,8.5,0,9.5,2.55,0,30.14,36.65,102.4,107.39,86.74
4640,10.75,8.5,0,9.5,2.55,0,33.06,35.97,95.87,122.29,68.48
4641,10.75,8.5,0,9.5,2.55,0,30.74,35.93,89.83,119.1,65.07
4642,10.75,8.5,0,9.5,2.55,0,31.29,35.99,83.25,104.51,64.51
4643,10.75,8.5,0,9.5,2.55,0,31.88,36.4,78.6,91.17,64.17
4644,10.75,8.5,0,9.5,2.55,0,35.44,36.87,78.04,84.14,55.6
4645,10.75,8.5,0,9.5,2.55,0,30.62,36.91,78.19,77.3,55.01
4646,10.75,8.5,0,9.5,2.55,0,25.29,36.29,83.66,60.78,52.36
4647,10.75,8.5,0,9.5,2.55,0,25.3,36.57,79,50.02,66.04
4648,10.75,8.5,0,9.5,2.55,0,32.76,40.38,90.05,62.13,70.16
4649,10.75,8.5,0,9.5,2.55,0,41.51,44.08,96.62,76.3,62.76
4650,10.75,8.5,0,9.5,2.55,0,44.15,44.44,91.6,87.57,69.55
4651,10.75,8.5,0,9.5,2.55,0,45.85,44.01,94.61,93.7,80.83
4652,10.75,8.5,0,9.5,2.55,0,44.01,42.96,85.66,117.36,91.57
4653,10.75,8.5,0,9.5,2.55,0,43.01,40.29,70.01,130.86,86.22
4654,10.75,8.5,0,9.5,2.55,0,40.97,40.71,33.74,137.89,79.48
4655,10.75,8.5,0,9.5,2.55,0,34.38,37.27,32.56,129.67,68.25
4656,10.75,8.5,0,9.5,2.55,0,30.15,35.13,34.83,117.72,60.87
4657,10.75,8.5,0,9.5,2.55,0,29.04,33.82,33.2,101,48.74
4658,10.75,8.5,0,9.5,2.55,0,27.71,32.24,32.65,96.36,38.26
4659,10.75,8.5,0,9.5,2.55,0,27.73,31.71,30.98,92.91,32.83
4660,10.75,8.5,0,9.5,2.55,0,29.3,30.09,30.54,94.01,31.16
4661,10.75,8.5,0,9.5,2.55,0,38.17,29.65,27.82,93.35,31.09
4662,10.75,8.5,0,9.5,2.55,0,43.39,27.01,26.6,99.35,27.99
4663,10.75,8.5,0,9.5,2.55,0,41.83,25.83,20.97,114,26.6
4664,10.75,8.5,0,9.5,2.55,0,41.64,20.97,5.16,114,20.97
4665,10.75,8.5,0,9.5,2.55,0,38.63,5.93,0.04,103.76,5.16
4666,10.75,8.5,0,9.5,2.55,0,37.2,0.04,-0.01,85.07,0.04
4667,10.75,8.5,0,9.5,2.55,0,37.66,-0.01,-0.87,79.71,-0.01
4668,10.75,8.5,0,9.5,2.55,0,38.68,-0.87,-0.81,76.54,-4.99
4669,10.75,8.5,0,9.5,2.55,0,35.42,-0.81,-0.06,73.95,-14.84
4670,10.75,8.5,0,9.5,2.55,0,36.3,-0.06,1.41,69.99,-11.36
4671,10.75,8.5,0,9.5,2.55,0,37.58,1.52,-0.01,75.13,-3.04
4672,10.75,8.5,0,9.5,2.55,0,41.33,18.69,28.77,80.05,0.22
4673,10.75,8.5,0,9.5,2.55,0,47.24,27.38,50.33,85.1,29.49
4674,10.75,8.5,0,9.5,2.55,0,50.6,34.91,75.45,97.46,48.97
4675,10.75,8.5,0,9.5,2.55,0,49.45,41.31,76.26,115.25,74.86
4676,10.75,8.5,0,9.5,2.55,0,45.32,40.85,78.84,140.19,75.81
4677,10.75,8.5,0,9.5,2.55,0,44.13,39.19,63,139.92,79.1
4678,10.75,8.5,0,9.5,2.55,0,40.11,38.97,88.95,123.92,65.04
4679,10.75,8.5,0,9.5,2.55,0,38.09,37.97,63.19,95.25,89.02
4680,10.75,8.5,0,9.5,2.55,0,32.93,37.91,55.45,80.94,63.28
4681,10.75,8.5,0,9.5,2.55,0,31.23,37.65,44.3,72.28,55.51
4682,10.75,8.5,0,9.5,2.55,0,30.67,37.44,37.93,53.46,44.37
4683,10.75,8.5,0,9.5,2.55,0,29.93,36.75,36.81,29.15,37.19
4684,10.75,8.5,0,9.5,2.55,0,29.68,35.12,31.96,19.95,36.74
4685,10.75,8.5,0,9.5,2.55,0,29.93,27.77,14.28,16.98,30.53
4686,10.75,8.5,0,9.5,2.55,0,32.35,17.58,0.29,13.69,14.28
4687,10.75,8.5,0,9.5,2.55,0,36.87,0.29,-2.29,19.9,0.29
4688,10.75,8.5,0,9.5,2.55,0,40.36,-2.29,-3.02,22.6,-3.3
4689,10.75,8.5,0,9.5,2.55,0,40.07,-3.02,-3.4,29.95,-21.03
4690,10.75,8.5,0,9.5,2.55,0,40.48,-3.4,-4.22,17.41,-40.2
4691,10.75,8.5,0,9.5,2.55,0,40.99,-4.22,-5.16,4.6,-59.47
4692,10.75,8.5,0,9.5,2.55,0,42.95,-5.16,-6.41,0,-73.75
4693,10.75,8.5,0,9.5,2.55,0,40.54,-6.41,-5.36,-0.02,-74.02
4694,10.75,8.5,0,9.5,2.55,0,40.55,-4.78,-10.16,-0.13,-51.66
4695,10.75,8.5,0,9.5,2.55,0,40.13,7.65,-0.05,-1.03,-19.61
4696,10.75,8.5,0,9.5,2.55,0,42.57,24.47,46.54,-0.1,-0.47
4697,10.75,8.5,0,9.5,2.55,0,48.14,32.95,87.76,0.02,37.27
4698,10.75,8.5,0,9.5,2.55,0,51.21,38.56,112.8,15.54,59.73
4699,10.75,8.5,0,9.5,2.55,0,50.55,39,108.03,74.51,87.55
4700,10.75,8.5,0,9.5,2.55,0,46.18,38.99,105.84,84.18,99.47
4701,10.75,8.5,0,9.5,2.55,0,45.92,38.16,87.06,88.36,106.25
4702,10.75,8.5,0,9.5,2.55,0,41.04,37.96,79.35,83.63,87.26
4703,10.75,8.5,0,9.5,2.55,0,39.64,38.06,66.24,83.02,79.68
4704,10.75,8.5,0,9.5,2.55,0,33.57,37.91,58.17,71.82,67.01
4705,10.75,8.5,0,9.5,2.55,0,33.31,37.6,48.39,56.94,61.22
4706,10.75,8.5,0,9.5,2.55,0,31.91,37.55,52.1,19.7,56.97
4707,10.75,8.5,0,9.5,2.55,0,30.36,37.42,64.62,2.68,61.01
4708,10.75,8.5,0,9.5,2.55,0,30.49,37.98,64.68,0.07,64.82
4709,10.75,8.5,0,9.5,2.55,0,33.16,39.12,64.65,0,77.8
4710,10.75,8.5,0,9.5,2.55,0,40.84,37.11,64.61,-0.42,91.3
4711,10.75,8.5,0,9.5,2.55,0,36.66,38.79,40.1,-2.07,84.66
4712,10.75,8.5,0,9.5,2.55,0,48.33,37.06,35.52,-1.1,60.77
4713,10.75,8.5,0,9.5,2.55,0,45.54,31.62,11.29,-2.09,37.27
4714,10.75,8.5,0,9.5,2.55,0,44.23,21.29,0.07,-9.92,13.14
4715,10.75,8.5,0,9.5,2.55,0,49.62,15.87,-0.01,-19.34,1.98
4716,10.75,8.5,0,9.5,2.55,0,47.43,10,-0.07,-24.8,-0.46
4717,10.75,8.5,0,9.5,2.55,0,43.14,18.39,3.54,-38.39,-0.32
4718,10.75,8.5,0,9.5,2.55,0,35.42,25.99,44.29,-50.09,5.17
4719,10.75,8.5,0,9.5,2.55,0,38.4,32.98,82,-60.04,31.15
4720,10.75,8.5,0,9.5,2.55,0,46.29,38.92,114.35,-48.31,46.89
4721,10.75,8.5,0,9.5,2.55,0,49.42,45,186.24,-26.57,66.54
4722,10.75,8.5,0,9.5,2.55,0,52.72,46.9,214.24,-5.01,104.55
4723,10.75,8.5,0,9.5,2.55,0,49.81,47.11,140.76,30.61,125.76
4724,10.75,8.5,0,9.5,2.55,0,45.73,44.99,92.48,92.51,104.24
4725,10.75,8.5,0,9.5,2.55,0,41.88,42.91,80.1,100.76,92.94
4726,10.75,8.5,0,9.5,2.55,0,33.84,42.66,76.59,109.21,80.17
4727,10.75,8.5,0,9.5,2.55,0,40.56,39.73,63.77,114.38,54.37
4728,10.75,8.5,0,9.5,2.55,0,36.34,39.15,52.49,110,32.67
4729,10.75,8.5,0,9.5,2.55,0,33.36,38.28,36.82,109.26,37.42
4730,10.75,8.5,0,9.5,2.55,0,31.55,35.68,38.16,102.17,32.34
4731,10.75,8.5,0,9.5,2.55,0,30.33,36.92,50.32,95.19,28.3
4732,10.75,8.5,0,9.5,2.55,0,31.2,37.96,71.28,88.1,33.5
4733,10.75,8.5,0,9.5,2.55,0,31.63,38.19,79.48,90.59,47.77
4734,10.75,8.5,0,9.5,2.55,0,36.8,37.76,76.17,97.23,46.47
4735,10.75,8.5,0,9.5,2.55,0,36.66,38.06,62.77,120.02,54.34
4736,10.75,8.5,0,9.5,2.55,0,42.77,32.46,21.49,129.66,36.83
4737,10.75,8.5,0,9.5,2.55,0,45.54,29.39,1.43,112.47,16.02
4738,10.75,8.5,0,9.5,2.55,0,47.56,21.26,2.03,94.14,-0.32
4739,10.75,8.5,0,9.5,2.55,0,46.18,15.84,13.2,77.9,-4.31
4740,10.75,8.5,0,9.5,2.55,0,49.34,13.59,4.06,45.07,-5.54
4741,10.75,8.5,0,9.5,2.55,0,44.74,14.05,1.47,0.88,-5.66
4742,10.75,8.5,0,9.5,2.55,0,39.22,19.11,-0.01,0.63,-6.11
4743,10.75,8.5,0,9.5,2.55,0,38.33,23.82,22.12,0,-3.26
4744,10.75,8.5,0,9.5,2.55,0,43.01,29.3,63.02,7.18,28.82
4745,10.75,8.5,0,9.5,2.55,0,50.52,34.91,81.99,48.72,64.68
4746,10.75,8.5,0,9.5,2.55,0,53.3,40.76,121.6,75.51,88.3
4747,10.75,8.5,0,9.5,2.55,0,48.44,40.18,114.28,85.28,111.89
4748,10.75,8.5,0,9.5,2.55,0,47.77,40.7,105.81,106.52,114.64
4749,10.75,8.5,0,9.5,2.55,0,45.54,38.6,84.31,119.78,106.9
4750,10.75,8.5,0,9.5,2.55,0,43.01,38.14,87.4,124.31,86.8
4751,10.75,8.5,0,9.5,2.55,0,40.66,39.6,72.98,125,87.9
4752,10.75,8.5,0,9.5,2.55,0,35.49,38.92,72.82,110.44,73.22
4753,10.75,8.5,0,9.5,2.55,0,32.89,38.23,70.53,100.05,72.94
4754,10.75,8.5,0,9.5,2.55,0,31.96,37.65,71.05,96.3,70.58
4755,10.75,8.5,0,9.5,2.55,0,32.05,37.17,77.44,87.79,71.1
4756,10.75,8.5,0,9.5,2.55,0,32.25,37.96,90.05,86.92,77.6
4757,10.75,8.5,0,9.5,2.55,0,32.39,38.25,99.76,88.04,90.47
4758,10.75,8.5,0,9.5,2.55,0,37.02,36.97,105.7,96.35,100.39
4759,10.75,8.5,0,9.5,2.55,0,47.43,37.7,77.14,103.39,105.7
4760,10.75,8.5,0,9.5,2.55,0,47.81,37.85,58.19,114.25,78.33
4761,10.75,8.5,0,9.5,2.55,0,46.29,39.49,41.75,110,59.51
4762,10.75,8.5,0,9.5,2.55,0,46.3,38.86,32.59,93.22,43.17
4763,10.75,8.5,0,9.5,2.55,0,43.65,31.8,21.85,82.74,34.35
4764,10.75,8.5,0,9.5,2.55,0,41.41,23.95,10.8,78.81,23.8
4765,10.75,8.5,0,9.5,2.55,0,39.99,12.28,13.47,79.16,13.46
4766,10.75,8.5,0,9.5,2.55,0,38.5,24.95,38.88,81.18,15.85
4767,10.75,8.5,0,9.5,2.55,0,36.13,31.74,61.68,90.03,41.62
4768,10.75,8.5,0,9.5,2.55,0,42,37.97,82.93,89.94,63.81
4769,10.75,8.5,0,9.5,2.55,0,45.89,36.37,106.89,87.5,85.57
4770,10.75,8.5,0,9.5,2.55,0,47.01,36.77,131.92,96.78,104.62
4771,10.75,8.5,0,9.5,2.55,0,46.01,38.73,140.03,121.62,138.92
4772,10.75,8.5,0,9.5,2.55,0,44.89,39.14,114.91,168.26,129.55
4773,10.75,8.5,0,9.5,2.55,0,45.61,38.56,92.17,188,113.64
4774,10.75,8.5,0,9.5,2.55,0,40.12,38.52,67.91,163.8,89.14
4775,10.75,8.5,0,9.5,2.55,0,40.65,35.7,73.02,139.26,90.32
4776,10.75,8.5,0,9.5,2.55,0,36.02,35.28,66.17,111.76,80.37
4777,10.75,8.5,0,9.5,2.55,0,32.48,35.04,65.85,108.11,71.14
4778,10.75,8.5,0,9.5,2.55,0,31.31,35,62.59,101,75.3
4779,10.75,8.5,0,9.5,2.55,0,30.58,35.07,40,97.25,70.18
4780,10.75,8.5,0,9.5,2.55,0,30.28,35.97,87.18,96.85,76.91
4781,10.75,8.5,0,9.5,2.55,0,30.34,37.3,94.5,98.08,92.29
4782,10.75,8.5,0,9.5,2.55,0,31.16,37.12,67.87,104.43,101.69
4783,10.75,8.5,0,9.5,2.55,0,31.59,37.12,47.1,126.44,97.25
4784,10.75,8.5,0,9.5,2.55,0,31.66,35.9,36.3,124.99,80.15
4785,10.75,8.5,0,9.5,2.55,0,36.72,35.24,33.98,117.81,65.22
4786,10.75,8.5,0,9.5,2.55,0,36.7,33,33.95,99.9,48.72
4787,10.75,8.5,0,9.5,2.55,0,37.04,32.96,33.89,88.48,36.61
4788,10.75,8.5,0,9.5,2.55,0,32.54,32.91,34.1,80.74,35.65
4789,10.75,8.5,0,9.5,2.55,0,29.9,33.11,34.98,76.83,38.82
4790,10.75,8.5,0,9.5,2.55,0,29.18,33.96,26.42,68.66,50.63
4791,10.75,8.5,0,9.5,2.55,0,29.18,34.98,85.48,62.47,69.38
4792,10.75,8.5,0,9.5,2.55,0,32.98,43.62,92,62.24,87.1
4793,10.75,8.5,0,9.5,2.55,0,41.04,43.56,127.66,71.55,97.56
4794,10.75,8.5,0,9.5,2.55,0,45.49,41.59,185.38,75.82,122.76
4795,10.75,8.5,0,9.5,2.55,0,45.48,41.38,176.73,94.32,157.61
4796,10.75,8.5,0,9.5,2.55,0,45,40.96,119.54,112.81,150.57
4797,10.75,8.5,0,9.5,2.55,0,46.72,40.77,101.92,128.58,120.08
4798,10.75,8.5,0,9.5,2.55,0,44.28,40.24,90.11,123.87,102.02
4799,10.75,8.5,0,9.5,2.55,0,42.5,37.4,80.45,113.79,90.62
4800,10.75,8.5,0,9.5,2.55,0,37.95,37.08,79.91,100.59,80.6
4801,10.75,8.5,0,9.5,2.55,0,33.05,36.95,78.21,98.13,80.07
4802,10.75,8.5,0,9.5,2.55,0,30.06,36.98,81.28,94.35,73.16
4803,10.75,8.5,0,9.5,2.55,0,29.48,37.01,89.41,83.29,71.83
4804,10.75,8.5,0,9.5,2.55,0,29.44,37.97,110.89,82.86,80.48
4805,10.75,8.5,0,9.5,2.55,0,29.3,38.67,108.67,86.09,90
4806,10.75,8.5,0,9.5,2.55,0,29.85,40.23,98.4,86.36,101.6
4807,10.75,8.5,0,9.5,2.55,0,29.28,38.41,81.43,99.51,98.4
4808,10.75,8.5,0,9.5,2.55,0,29.5,37.59,70,113.95,81.43
4809,10.75,8.5,0,9.5,2.55,0,36.16,36.98,58.75,111.45,70.41
4810,10.75,8.5,0,9.5,2.55,0,40.48,40.3,44.34,98.87,59.86
4811,10.75,8.5,0,9.5,2.55,0,40.99,40.84,36.5,86.72,45.74
4812,10.75,8.5,0,9.5,2.55,0,41.75,35.44,36.2,79.16,37.86
4813,10.75,8.5,0,9.5,2.55,0,30.36,35.15,42.54,77.62,37.61
4814,10.75,8.5,0,9.5,2.55,0,24.74,41.14,63.79,69.41,43.99
4815,10.75,8.5,0,9.5,2.55,0,28.64,41.75,77.34,69.97,65.26
4816,10.75,8.5,0,9.5,2.55,0,32.89,45.71,91.61,74.11,77.67
4817,10.75,8.5,0,9.5,2.55,0,39.83,44.76,119.04,76.51,86.9
4818,10.75,8.5,0,9.5,2.55,0,43.01,41.97,182.08,85.45,104.69
4819,10.75,8.5,0,9.5,2.55,0,44.39,41.26,120,102.54,136.98
4820,10.75,8.5,0,9.5,2.55,0,44.91,40.77,106.86,126.15,120.14
4821,10.75,8.5,0,9.5,2.55,0,47.63,40.22,91.55,143.55,107.11
4822,10.75,8.5,0,9.5,2.55,0,43.24,36.11,94.73,139.3,91.7
4823,10.75,8.5,0,9.5,2.55,0,37.89,38.44,89.41,121.46,94.99
4824,10.75,8.5,0,9.5,2.55,0,32.63,38.31,88.25,109.4,89.52
4825,10.75,8.5,0,9.5,2.55,0,31.11,34.95,89.88,102.07,86.73
4826,10.75,8.5,0,9.5,2.55,0,30.66,37.5,94.24,99.67,82.39
4827,10.75,8.5,0,9.5,2.55,0,30.55,37.6,93.8,96.31,84.37
4828,10.75,8.5,0,9.5,2.55,0,31.81,37.96,89.15,94.46,86.36
4829,10.75,8.5,0,9.5,2.55,0,41.41,38.68,85.99,96.76,81.17
4830,10.75,8.5,0,9.5,2.55,0,42.94,36.43,68.2,100.67,72.16
4831,10.75,8.5,0,9.5,2.55,0,43.74,36.93,49.8,122.13,67.88
4832,10.75,8.5,0,9.5,2.55,0,44.98,32.93,5.15,153.77,49.9
4833,10.75,8.5,0,9.5,2.55,0,42.9,23.52,0,123.26,6.12
4834,10.75,8.5,0,9.5,2.55,0,40.62,11.71,-0.21,103.09,-0.35
4835,10.75,8.5,0,9.5,2.55,0,41.37,1.37,0.02,97.9,-3.93
4836,10.75,8.5,0,9.5,2.55,0,40.37,0.02,-0.25,92.93,-3.9
4837,10.75,8.5,0,9.5,2.55,0,34.16,0.44,-2.71,92.42,-3.1
4838,10.75,8.5,0,9.5,2.55,0,28.34,10.6,2.42,84.49,-2.2
4839,10.75,8.5,0,9.5,2.55,0,27.83,22.47,52.29,83.95,1.48
4840,10.75,8.5,0,9.5,2.55,0,40.32,31.36,85,83.92,48.75
4841,10.75,8.5,0,9.5,2.55,0,45.96,38.85,109.56,89.27,76.37
4842,10.75,8.5,0,9.5,2.55,0,49.99,37.87,134.75,96.46,91.94
4843,10.75,8.5,0,9.5,2.55,0,51.59,37.03,108.81,103.06,115.58
4844,10.75,8.5,0,9.5,2.55,0,48.18,36.4,84.1,124.9,110.46
4845,10.75,8.5,0,9.5,2.55,0,47.94,34.96,74.51,132.38,97.48
4846,10.75,8.5,0,9.5,2.55,0,44.08,33.98,63.63,124.99,83.26
4847,10.75,8.5,0,9.5,2.55,0,36.96,33.95,56.3,109.97,73.72
4848,10.75,8.5,0,9.5,2.55,0,32.2,33.86,55.2,96.77,62.84
4849,10.75,8.5,0,9.5,2.55,0,30.39,32.97,60.38,97.27,55.81
4850,10.75,8.5,0,9.5,2.55,0,29.82,32.93,66.55,98.42,59.21
4851,10.75,8.5,0,9.5,2.55,0,29.86,32.97,75.24,93,54.19
4852,10.75,8.5,0,9.5,2.55,0,31.04,32.97,64.4,94.36,56.45
4853,10.75,8.5,0,9.5,2.55,0,32.39,32.93,56.53,89.93,49.66
4854,10.75,8.5,0,9.5,2.55,0,41.62,33.96,48.68,88,43.75
4855,10.75,8.5,0,9.5,2.55,0,39.92,28.97,10.57,88.8,25.6
4856,10.75,8.5,0,9.5,2.55,0,39.73,20.43,0.07,86.18,-0.4
4857,10.75,8.5,0,9.5,2.55,0,40.48,9.93,0.03,82.93,0.06
4858,10.75,8.5,0,9.5,2.55,0,37.95,0.62,0.02,72.01,0.01
4859,10.75,8.5,0,9.5,2.55,0,38.73,0.02,-0.06,59.08,0
4860,10.75,8.5,0,9.5,2.55,0,41.23,-0.06,-0.18,46.56,-0.08
4861,10.75,8.5,0,9.5,2.55,0,38.21,2.03,0.04,40.15,-0.22
4862,10.75,8.5,0,9.5,2.55,0,34.16,15.71,0.11,22.34,0.03
4863,10.75,8.5,0,9.5,2.55,0,36.22,26.62,59.81,19.52,-0.12
4864,10.75,8.5,0,9.5,2.55,0,43.37,35.07,80.45,29.05,21.37
4865,10.75,8.5,0,9.5,2.55,0,46.3,44.05,108.27,46.92,33.73
4866,10.75,8.5,0,9.5,2.55,0,50.6,43.66,112.73,70.67,55.12
4867,10.75,8.5,0,9.5,2.55,0,49.29,43.94,123.29,86.01,79.01
4868,10.75,8.5,0,9.5,2.55,0,47.71,44.28,109.17,99.92,85.51
4869,10.75,8.5,0,9.5,2.55,0,46.28,41.07,90.16,106.83,77.78
4870,10.75,8.5,0,9.5,2.55,0,42.69,42.18,120.84,118.75,75.34
4871,10.75,8.5,0,9.5,2.55,0,38.33,41.64,96.63,106.43,79.59
4872,10.75,8.5,0,9.5,2.55,0,33.01,40.78,86.88,98.49,67.94
4873,10.75,8.5,0,9.5,2.55,0,31.76,40.5,86.93,87.3,68.99
4874,10.75,8.5,0,9.5,2.55,0,30.45,39.41,81.84,79.27,68.3
4875,10.75,8.5,0,9.5,2.55,0,30.43,38.81,79.32,67.89,61.95
4876,10.75,8.5,0,9.5,2.55,0,31.34,38.84,108.71,33.22,66.68
4877,10.75,8.5,0,9.5,2.55,0,36.85,39.25,120.09,15.78,76.79
4878,10.75,8.5,0,9.5,2.55,0,43.01,38.85,114.28,11.09,81.33
4879,10.75,8.5,0,9.5,2.55,0,41.65,39.34,94.34,5.08,86.32
4880,10.75,8.5,0,9.5,2.55,0,41.79,40.24,63.43,2.88,67
4881,10.75,8.5,0,9.5,2.55,0,43.45,38.86,39.08,3.42,46.96
4882,10.75,8.5,0,9.5,2.55,0,40.66,34.14,25.61,0.09,14.02
4883,10.75,8.5,0,9.5,2.55,0,41.85,29.97,23.36,0,25.48
4884,10.75,8.5,0,9.5,2.55,0,42.64,23.36,19.41,-0.03,21.41
4885,10.75,8.5,0,9.5,2.55,0,35.42,19.41,20.38,-0.05,19.51
4886,10.75,8.5,0,9.5,2.55,0,31.1,23.3,22.82,-7.78,19.72
4887,10.75,8.5,0,9.5,2.55,0,31.34,35.62,62.16,-12.17,25.46
4888,10.75,8.5,0,9.5,2.55,0,44.08,40.22,80.91,-7.03,57.52
4889,10.75,8.5,0,9.5,2.55,0,46.99,43.1,99.04,-3.81,67.36
4890,10.75,8.5,0,9.5,2.55,0,50.68,44.95,139.87,0,86.3
4891,10.75,8.5,0,9.5,2.55,0,48.88,45.75,140.26,28.93,95.73
4892,10.75,8.5,0,9.5,2.55,0,46.73,47.35,111.04,66.78,95.51
